Price,Currency,URL,Seller,Location,Size,Floor,Year,Property Type,Phone
255000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171768536827192&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Бичкиня",80,N/A,1980,Продава 3-СТАЕН,0887602324
80000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166738932428513&slink=auysd2&f1=4,address_vt.imot.bg,"град Габрово, Дядо Дянко",100,4,1985,Продава 3-СТАЕН,0885901961
85000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171523974437364&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Дядо Дянко",87,N/A,1980,Продава 3-СТАЕН,0887602324
110000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171716102033334&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Дядо Дянко",126,N/A,2000,Продава 3-СТАЕН,0884119159
97000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171645043365026&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Младост",80,N/A,N/A,Продава 3-СТАЕН,N/A
97000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171645309751797&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Младост",80,N/A,N/A,Продава 3-СТАЕН,N/A
100000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168233743793001&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Младост",75,N/A,N/A,Продава 3-СТАЕН,N/A
55000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171940381985635&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Младост",78,4,N/A,Продава 3-СТАЕН,0898675565
61500,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171759965508975&slink=auysd2&f1=4,superimotibg.imot.bg,"град Габрово, Младост",75,N/A,N/A,Продава 3-СТАЕН,0882638423
149000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c172001200899271&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Младост",109,3,1976,Продава 3-СТАЕН,0887602324
160000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171870134780514&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Младост",78,N/A,1970,Продава 3-СТАЕН,0887602324
125000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169450878721258&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Сирмани",81,6,N/A,Продава 3-СТАЕН,N/A
154000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170653358028085&slink=auysd2&f1=4,paragon.imot.bg,"град Габрово, Тлъчници",85,N/A,1980,Продава 3-СТАЕН,0889507112
220000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171265811875058&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Тлъчници",93,N/A,N/A,Продава 3-СТАЕН,0896370408
117000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170013645718609&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Трендафил 1",76,N/A,N/A,Продава 3-СТАЕН,0892235961
154000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170678174169066&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Трендафил 1",81,N/A,N/A,Продава 3-СТАЕН,0898675565
155000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171439246364346&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Трендафил 1",82,N/A,N/A,Продава 3-СТАЕН,0896752740
100000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171811462707518&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Трендафил 2",76,N/A,N/A,Продава 3-СТАЕН,0892235961
115000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171808690033754&slink=auysd2&f1=4,leoimoti.imot.bg,"град Габрово, Трендафил 2",87,N/A,N/A,Продава 3-СТАЕН,0896242419
60000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154263355596322&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",187,3,1970,Продава 3-СТАЕН,0884119159
40000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c151213967390608&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",90,4,N/A,Продава 3-СТАЕН,N/A
83000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171749195370475&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Център",70,N/A,N/A,Продава 3-СТАЕН,0896370408
85000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170428892457985&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",83,N/A,N/A,Продава 3-СТАЕН,0886270697
89999,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169744197716275&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",110,N/A,N/A,Продава 3-СТАЕН,0888181250
90000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170964451124610&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",76,3,1970,Продава 3-СТАЕН,0887602324
93000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166193692632655&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Център",80,N/A,N/A,Продава 3-СТАЕН,0896370408
95000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169260831827692&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Център",100,4,1970,Продава 3-СТАЕН,0898677625
100000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171594002309268&slink=auysd2&f1=4,monolit-bg.imot.bg,"град Габрово, Център",86,N/A,N/A,Продава 3-СТАЕН,0885118119
108000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169451339304161&slink=auysd2&f1=4,monolit-bg.imot.bg,"град Габрово, Център",60,N/A,N/A,Продава 3-СТАЕН,0885118119
110000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c165831775328771&slink=auysd2&f1=4,monolit-bg.imot.bg,"град Габрово, Център",150,N/A,N/A,Продава 3-СТАЕН,0885118119
110000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171646967832133&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Център",87,N/A,N/A,Продава 3-СТАЕН,0890176992
60000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c137180226355252&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",240,N/A,N/A,Продава 3-СТАЕН,0884119159
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170730744369137&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",95,3,N/A,Продава 3-СТАЕН,0884119159
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170446179378463&slink=auysd2&f1=4,regent.imot.bg,"град Габрово, Център",250,N/A,N/A,Продава 3-СТАЕН,0884119159
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168915003541075&slink=auysd2&f1=4,dikova.imot.bg,"град Габрово, Център",95,N/A,N/A,Продава 3-СТАЕН,0892235961
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c156136421525911&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",90,4,N/A,Продава 3-СТАЕН,0892235961
130000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167405102110202&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",97,N/A,N/A,Продава 3-СТАЕН,0887602324
68000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171404344138929&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",104,3,N/A,Продава 3-СТАЕН,0878528724
70000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170427105715161&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",132,N/A,N/A,Продава 3-СТАЕН,0886270697
70000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169270741662689&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",79,3,2010,Продава 3-СТАЕН,0884119159
72000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c163724135765630&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",160,N/A,1960,Продава 3-СТАЕН,0884119159
75000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c148542855182412&slink=auysd2&f1=5,monolit-bg.imot.bg,"град Габрово, Център",85,5,N/A,Продава 3-СТАЕН,0885118119
76000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171585388929520&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",78,3,N/A,Продава 3-СТАЕН,0898675565
76000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170498205939479&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",120,3,N/A,Продава 3-СТАЕН,0888181250
150000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170532626921446&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",116,N/A,1980,Продава 3-СТАЕН,0887710070
66500,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169804215498394&slink=auysd2&f1=5,koevimotiaddress.imot.bg,"град Габрово, Център",116,4,N/A,Продава 3-СТАЕН,N/A
80000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166142610181514&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",87,5,1980,Продава 3-СТАЕН,0884119159
159000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170557156020319&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",81,N/A,N/A,Продава 3-СТАЕН,0896752740
159000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171749746363500&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",81,4,1970,Продава 3-СТАЕН,0887602324
159999,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171050313856617&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",130,4,N/A,Продава 3-СТАЕН,0884119159
160500,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161699432987547&slink=auysd2&f1=5,monolit-bg.imot.bg,"град Габрово, Център",132,N/A,N/A,Продава 3-СТАЕН,0885118119
160800,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161699476686160&slink=auysd2&f1=5,monolit-bg.imot.bg,"град Габрово, Център",120,3,N/A,Продава 3-СТАЕН,0885118119
165000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c172052195832487&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",86,N/A,N/A,Продава 3-СТАЕН,0893068531
87000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167576299290746&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",137,N/A,N/A,Продава 3-СТАЕН,0892235961
175000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171507125625633&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",81,N/A,2010,Продава 3-СТАЕН,0887602324
75400,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c166729189143901&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",133,3,2020,Продава 3-СТАЕН,0887602324
94500,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171137435553910&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",116,5,N/A,Продава 3-СТАЕН,0884119159
79650,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170307326060626&slink=auysd2&f1=5,koevimotiaddress.imot.bg,"град Габрово, Център",69,N/A,N/A,Продава 3-СТАЕН,N/A
100000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c154391718481428&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",95,N/A,2009,Продава 3-СТАЕН,0884119159
100000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170723027309327&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",140,N/A,N/A,Продава 3-СТАЕН,0884119159
83950,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170314841408879&slink=auysd2&f1=5,koevimotiaddress.imot.bg,"град Габрово, Център",73,4,N/A,Продава 3-СТАЕН,N/A
210000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c152396469988733&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",115,3,2010,Продава 3-СТАЕН,0884119159
210000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171819483597000&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",98,9,N/A,Продава 3-СТАЕН,0887602324
110000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168924983676171&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",90,N/A,1980,Продава 3-СТАЕН,0884119159
110000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171524250296631&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",79,N/A,N/A,Продава 3-СТАЕН,0890176993
110000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161659340063075&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",79,N/A,N/A,Продава 3-СТАЕН,0888181250
220000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168845991288942&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",188,N/A,N/A,Продава 3-СТАЕН,0890176993
116000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c124748638731328&slink=auysd2&f1=5,monolit-bg.imot.bg,"град Габрово, Център",86,4,N/A,Продава 3-СТАЕН,N/A
228590,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170600931200781&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",127,N/A,N/A,Продава 3-СТАЕН,0893068531
120000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c168303463884235&slink=auysd2&f1=5,sdelka.imot.bg,"град Габрово, Център",105,3,2012,Продава 3-СТАЕН,0897999595
120080,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c167154326187615&slink=auysd2&f1=5,regent.imot.bg,"град Габрово, Център",127,3,2025,Продава 3-СТАЕН,0887602324
247000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169035663656338&slink=auysd2&f1=5,dikova.imot.bg,"град Габрово, Център",150,N/A,1996,Продава 3-СТАЕН,0898677625
250000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c169761276088097&slink=auysd2&f1=6,dikova.imot.bg,"град Габрово, Център",129,N/A,N/A,Продава 3-СТАЕН,0892235961
106950,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170439793680327&slink=auysd2&f1=6,koevimotiaddress.imot.bg,"град Габрово, Център",93,N/A,N/A,Продава 3-СТАЕН,N/A
130000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171628069812741&slink=auysd2&f1=6,dikova.imot.bg,"град Габрово, Център",108,N/A,N/A,Продава 3-СТАЕН,0896752740
127000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171266718094514&slink=auysd2&f1=6,msbuild.imot.bg,"град Габрово, Център",127,3,2025,Продава 3-СТАЕН,0885082359
300000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c159471362638975&slink=auysd2&f1=6,dikova.imot.bg,"град Габрово, Център",129,N/A,N/A,Продава 3-СТАЕН,N/A
321000,лв.,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171292554035506&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",213,N/A,N/A,Продава 3-СТАЕН,0884119159
165750,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171093814556105&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",221,5,2018,Продава 3-СТАЕН,0884119159
150000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c171266635388123&slink=auysd2&f1=6,msbuild.imot.bg,"град Габрово, Център",150,N/A,2025,Продава 3-СТАЕН,0885082359
154000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c170711932761670&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",140,4,2024,Продава 3-СТАЕН,0884119159
230000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1c161406020787263&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",165,N/A,2011,Продава 3-СТАЕН,0884119159
80000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d161737932613813&slink=auysd2&f1=6,monolit-bg.imot.bg,"град Габрово, Център",116,N/A,N/A,Продава 4-СТАЕН,0885118119
74000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d142071523530950&slink=auysd2&f1=6,monolit-bg.imot.bg,"град Габрово, Център",130,N/A,2022,Продава 4-СТАЕН,0885118119
75400,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d169804414817188&slink=auysd2&f1=6,koevimotiaddress.imot.bg,"град Габрово, Център",132,4,N/A,Продава 4-СТАЕН,N/A
95000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d169650480716113&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",120,N/A,1980,Продава 4-СТАЕН,0887710070
102000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d156042231079704&slink=auysd2&f1=6,monolit-bg.imot.bg,"град Габрово, Център",110,N/A,N/A,Продава 4-СТАЕН,0885118119
115000,EUR,//www.imot.bg/pcgi/imot.cgi?act=5&adv=1d171769958619396&slink=auysd2&f1=6,regent.imot.bg,"град Габрово, Център",92,N/A,N/A,Продава 4-СТАЕН,0885151488
